gsn,atc
9219,J01AA
9220,A01AB
9220,J01AA
9221,A01AB
9221,J01AA
9223,A01AB
9223,J01AA
9224,A01AB
9224,J01AA
9225,A01AB
9225,J01AA
9226,A01AB
9226,D10AF
9226,J01AA
9227,A01AB
9227,D10AF
9227,J01AA
9230,A01AB
9230,D10AF
9230,J01AA
9231,A01AB
9231,D10AF
9231,J01AA
9242,D10AF
9242,J01FA
9242,S01AA
9245,D10AF
9245,J01FA
9245,S01AA
9252,D10AF
9252,J01FA
9252,S01AA
9255,D10AF
9255,J01FA
9255,S01AA
9258,D10AF
9258,J01FA
9258,S01AA
9260,D10AF
9260,J01FA
9260,S01AA
9262,D10AF
9262,J01FA
9262,S01AA
9263,D10AF
9263,J01FA
9263,S01AA
9264,D10AF
9264,J01FA
9264,S01AA
9265,D10AF
9265,J01FA
9265,S01AA
9284,A01AB
9284,A07AA
9284,B05CA
9284,D06AX
9284,J01GB
9284,R02AB
9284,S01AA
9284,S02AA
9284,S03AA
9298,D06AX
9298,J01GB
9298,S01AA
9298,S02AA
9298,S03AA
9308,J01GB
9308,S01AA
9310,J01GB
9310,S01AA
9318,J04AB
9319,J04AB
9320,J04AM
9320,J04AC
9320,J04AB
9322,J04AB
9323,J04AB
9326,A07AA
9326,J01XA
9326,S01AA
9327,A07AA
9327,J01XA
9327,S01AA
9328,A07AA
9328,J01XA
9328,S01AA
9331,A07AA
9331,J01XA
9331,S01AA
9333,A07AA
9333,J01XA
9333,S01AA
9339,D10AF
9339,G01AA
9339,J01FF
9340,D10AF
9340,G01AA
9340,J01FF
9341,D10AF
9341,G01AA
9341,J01FF
9346,D10AF
9346,G01AA
9346,J01FF
9354,A07AA
9354,J01XB
9354,S01AA
9354,S02AA
9354,S03AA
9357,A07AA
9357,J01XB
9361,J01DF
9362,J01DF
9364,J01DH
9365,J01DH
9375,J01EC
9392,J01EC
9392,J01EA
9392,J01EE
9394,J01EC
9394,J01EA
9394,J01EE
9395,J01EC
9395,J01EA
9395,J01EE
9396,J01EC
9396,J01EA
9396,J01EE
9401,A07EC
9402,A07EC
9403,A07EC
9413,J04AC
9415,J04AC
9416,J04AC
9417,J04AC
9424,J04AK
9425,J04AK
9426,J04AK
9428,J01XE
9429,J01XE
9430,J01XE
9433,J01XE
9434,J01XE
9435,J01XE
9436,J01XE
9447,J01XX
9457,J01XX
9459,J01XX
9460,J01XX
9462,J01XX
9477,G04BX
9478,G04BX
9497,J01EA
9508,J01MA
9508,S01AE
9509,J01MA
9509,S01AE
9509,S02AA
9509,S03AA
9510,J01MA
9510,S01AE
9510,S02AA
9510,S03AA
9511,J01MA
9511,S01AE
9511,S02AA
9511,S03AA
9519,D01AA
9519,D01BA
9525,A01AB
9525,A07AA
9525,G01AA
9525,J02AA
9526,A07AA
9526,D01AA
9526,G01AA
9528,A07AA
9528,D01AA
9528,G01AA
9537,A07AA
9537,D01AA
9537,G01AA
9538,A07AA
9538,D01AA
9538,G01AA
9543,D01AE
9543,J02AX
9544,D01AC
9544,G01AF
9544,H02CA
9544,J02AB
9553,A01AB
9553,D01AC
9553,G01AF
9560,P01BC
9563,P01BC
9575,P01BA
9576,P01BA
9577,P01BA
9579,P01BD
9580,P01BA
9582,G01AC
9585,A07AA
9588,A01AB
9588,D06BX
9588,G01AF
9588,J01XD
9588,P01AB
9589,A01AB
9589,D06BX
9589,G01AF
9589,J01XD
9589,P01AB
9591,A01AB
9591,D06BX
9591,G01AF
9591,J01XD
9591,P01AB
9592,A01AB
9592,D06BX
9592,G01AF
9592,J01XD
9592,P01AB
9593,P02BA
9607,P02CA
9622,D10AX
9622,J04BA
9623,D10AX
9623,J04BA
9629,D06BB
9629,J05AB
9629,S01AD
9630,D06BB
9630,J05AB
9630,S01AD
9631,J05AP
9632,J05AF
9797,D08AX
9801,A01AB
9801,D08AX
9801,D11AX
9801,S02AA
9803,A01AB
9803,D08AX
9803,D11AX
9803,S02AA
9827,A12CA
9827,B05CB
9827,B05XA
9831,A06AD
9831,A06AG
9831,B05CX
9831,V04CC
9832,A01AB
9832,A07AA
9832,B05CA
9832,D06AX
9832,J01GB
9832,R02AB
9832,S01AA
9832,S02AA
9832,S03AA
9832,J01XB
9834,G01AD
9834,S02AA
9836,C05BB
9836,D08AE
9836,N01BX
9836,R02AA
9846,C05BB
9846,D08AE
9846,N01BX
9846,R02AA
9849,A01AA
9849,A12CD
11582,D04AA
11582,R06AA
11583,D04AA
11583,R06AA
11592,D04AA
11592,R06AA
11593,D04AA
11593,R06AA
11594,D04AA
11594,R06AA
11635,R06AB
11640,R06AB
11642,R06AB
11654,D04AA
11654,R06AA
11655,D04AA
11655,R06AA
11656,D04AA
11656,R06AA
11664,A02BA
11665,A02BA
11666,A02BA
11667,A02BA
11668,A02BA
11671,A02BA
11672,A02BA
11673,A02BA
11674,A02BA
11675,A02BA
11676,A02BA
11677,A02BA
11678,A02BA
11679,A02BA
11680,A02BA
11681,L04AX
11682,L04AX
11683,L04AD
11683,S01XA
11684,L04AD
11684,S01XA
11688,A07EB
11688,D11AH
11688,R01AC
11688,R03BC
11688,S01GX
11689,A07EB
11689,D11AH
11689,R01AC
11689,R03BC
11689,S01GX
11695,L03AB
11699,L03AB
11700,B02AB
11701,B02AB
11721,A12CB
11743,C04AC
11743,C10AD
11745,J01DD
11752,D10AF
11752,G01AA
11752,J01FF
11753,J05AB
11753,S01AD
11791,P01CX
11796,A02AB
11796,A02AA
11796,G04BX
11825,B01AC
11829,B03AA
11829,B03AD
11832,B03AA
11832,B03AD
11863,N05BA
11886,N02AA
11887,N02AA
11933,D11AX
11933,M01AB
11933,M02AA
11933,S01BC
11963,L04AD
11963,S01XA
11964,L04AD
11964,S01XA
11966,A07EB
11966,D11AH
11966,R01AC
11966,R03BC
11966,S01GX
11984,C02AC
11998,D10AX
12000,A01AD
12000,B01AC
12000,N02BA
12016,A11CC
12028,A03BA
12056,A12BA
12059,C08CA
12060,C08CA
12061,C08CA
12070,N04BD
12072,M02AB
12072,N01BX
12073,R05CA
12073,R01BA
12074,R05DA
12074,R05CA
12076,S01ED
12080,C01EB
12080,G02CC
12080,M01AE
12080,M02AA
12080,R02AX
13009,A02BC
13014,A10AB
13014,A10AC
13014,A10AD
13014,A10AE
13014,A10AF
13017,A12CC
13023,J05AF
13047,N02BE
13047,D11AX
13047,N06BC
13052,D10AF
13052,G01AA
13052,J01FF
13053,D10AF
13053,G01AA
13053,J01FF
13067,J01EA
13067,A07AA
13067,J01XB
13067,S01AA
13067,S02AA
13067,S03AA
13079,C01AA
13109,A02AC
13109,A12AA
13127,A02AA
13127,A06AD
13127,A12CC
13211,N02BE
13218,A03AA
13245,A01AB
13245,D01AC
13245,G01AF
13248,A01AB
13248,B05CA
13248,D08AC
13248,D09AA
13248,R02AA
13248,S01AX
13248,S02AA
13248,S03AA
13311,R05CA
13311,S01XA
13311,V03AB
13318,A10BA
13348,B03BA
13467,N02AA
13477,N03AG
13486,N07BA
13493,R01BA
13497,C07AA
13504,P03AX
13515,B05BC
13515,D02AE
13556,C01EB
13556,G02CC
13556,M01AE
13556,M02AA
13556,R02AX
13574,L02BA
13631,P03AC
13645,J04AB
13646,C01BC
13647,C01BC
13648,N05AH
13649,N05AH
13662,G03AA
13662,G03AB
13662,G03CA
13662,L02AA
13670,C08DA
13672,A07DA
13674,C10AC
13675,C10AC
13721,C07AB
13721,S01ED
13723,D01AC
13723,J02AC
13724,D01AC
13724,J02AC
13725,D01AC
13725,J02AC
13726,D01AC
13726,J02AC
13742,C01EB
13742,G02CC
13742,M01AE
13742,M02AA
13742,R02AX
13742,R01BA
13747,P01BC
13753,V03AE
13760,N02BE
13760,D11AX
13760,N06BC
13772,A02AB
13772,A02AA
13772,G04BX
13998,N02BE
13998,N02AA
14117,B03BA
14117,B03BB
14117,V04CX
14148,A02AD
14148,A02AA
14148,A06AD
14148,A02AB
14153,M02AB
14153,N01BX
14164,A16AA
14181,D06BB
14181,J05AB
14181,S01AD
14182,D06BB
14182,J05AB
14182,S01AD
14183,D08AX
14188,C07AB
14188,S01ED
14189,C07AB
14189,S01ED
14197,J01DF
14198,B01AA
14205,N02BE
14205,D11AX
14205,N06BC
14205,A03AX
14215,M01AB
14215,S01BC
14216,M01AB
14216,S01BC
14219,A07EA
14219,C05AA
14219,D07AC
14219,D07XC
14219,H02AB
14219,R01AD
14219,R03BA
14219,S01BA
14219,S01CB
14219,S02BA
14219,S03BA
14476,C01BB
14476,C05AD
14476,D04AB
14476,N01BB
14476,R02AD
14476,S01HA
14476,S02DA
14972,S01ED
15064,N02BE
15064,R05DA
15064,N02AJ
15065,N02AA
15066,C08DA
15067,C08DA
15167,A11GA
15167,G01AD
15167,S01XA
15181,V03AC
15189,A01AC
15189,A07EA
15189,C05AA
15189,D07AA
15189,D07XA
15189,H02AB
15189,S01BA
15189,S01CB
15189,S02BA
15190,N02AA
15197,A02BB
15197,G02AD
15230,A11CC
15237,A07EC
15318,G01AD
15331,D01AC
15331,J02AC
15342,N02BE
15349,D07AD
15355,J01CF
15356,J01CF
15357,J01GB
15357,S01AA
15364,A12BA
15364,B05XA
15365,A12BA
15365,B05XA
15514,A07EC
15523,H03AA
15525,D01AE
15536,J01DC
15536,S01AA
15538,J01DD
15542,A01AC
15542,C05AA
15542,D07AB
15542,D07XB
15542,H02AB
15542,R01AD
15542,R03BA
15542,S01BA
15562,C05AA
15562,D07AC
15562,S01BA
15562,S02BA
15566,N05BA
15568,D01AC
15568,G01AF
15568,H02CA
15568,J02AB
15579,A07EC
15584,C02CA
15585,C02CA
15586,C02CA
15587,C02CA
15593,A12CA
15593,B05CB
15593,B05XA
15600,J01MA
15600,S01AE
15600,S02AA
15601,J01MA
15601,S01AE
15601,S02AA
15602,J01MA
15602,S01AE
15602,S02AA
15603,N05CD
15604,N05CD
15605,D07AC
15606,D07AC
15650,A11GA
15650,G01AD
15650,S01XA
15723,D01AE
15723,S01BC
15725,D01AE
15725,S01BC
15730,D01AE
15730,S01BC
15763,D08AG
15763,D09AA
15763,D11AC
15763,G01AX
15763,R02AA
15763,S01AX
15858,V03AE
15861,J01MA
15861,S01AE
15861,S02AA
15861,S03AA
15864,C07AB
15869,A04AA
15880,N01AH
15880,N02AB
15881,N01AH
15881,N02AB
15882,N01AH
15882,N02AB
15883,N01AH
15883,N02AB
15888,C08CA
15889,C08CA
15906,B05BC
15906,D02AE
15917,L03AA
15920,J01MA
15920,S01AE
15920,S02AA
15920,S03AA
15921,J01MA
15921,S01AE
15921,S02AA
15921,S03AA
15927,L03AA
15931,G01AG
15934,J01CE
15934,S01AA
15939,C09AA
15940,C09AA
15941,C09AA
15942,D06BB
15943,A01AB
15943,J01AA
15944,J01DC
15959,C08DA
15960,M01AB
15961,M01AB
15979,D06BB
15979,J05AB
15979,S01AD
15999,D10AF
15999,G01AA
15999,J01FF
16008,D11AX
16008,M01AB
16008,M02AA
16008,S01BC
16015,D07AC
16015,R01AD
16015,R03BA
16017,C09AA
16018,C09AA
16026,C05BB
16026,D08AE
16026,N01BX
16026,R02AA
16027,C01BB
16027,C05AD
16027,D04AB
16027,N01BB
16027,R02AD
16027,S01HA
16027,S02DA
16031,C09AA
16039,C09AA
16040,C09AA
16041,C09AA
16042,C09AA
16043,N04BA
16045,A12CC
16133,A02BX
16156,N02AA
16167,P03AX
16173,D01AE
16173,S01BC
16223,A02BA
16224,A02BA
16235,D10AE
16247,B03BA
16248,B03BA
16255,D07AC
16255,R01AD
16255,R03BA
16266,A01AC
16266,A07EA
16266,C05AA
16266,D07AA
16266,D07XA
16266,H02AB
16266,S01BA
16266,S01CB
16266,S02BA
16268,C05AD
16268,D04AB
16268,N01BA
16268,R02AD
16295,C08CA
16296,C08CA
16299,A01AC
16299,A07EA
16299,C05AA
16299,D07AA
16299,D07XA
16299,H02AB
16299,S01BA
16299,S01CB
16299,S02BA
16308,B05BC
16308,D02AE
16310,C10AA
16311,A10AB
16311,A10AC
16311,A10AD
16311,A10AE
16311,A10AF
16325,A01AC
16325,A07EA
16325,C05AA
16325,D07AA
16325,D07XA
16325,H02AB
16325,S01BA
16325,S01CB
16325,S02BA
16337,D01AE
16337,S01BC
16338,B05BC
16338,D02AE
16363,N05BA
16366,C10AA
16367,C10AA
16368,J01FA
16373,J01FA
16375,B01AC
16392,A04AA
16393,A04AA
16399,G01AD
16404,M01AB
16404,S01BC
16406,M01AE
16406,M02AA
16408,D06BB
16408,J05AB
16408,S01AD
16414,R05DA
16414,R05CA
16418,C09AA
16419,C09AA
16420,C09AA
16421,C09AA
16425,N07BA
16426,N07BA
16427,N07BA
16429,A07EA
16429,C05AA
16429,D07AC
16429,D07XC
16429,H02AB
16429,R01AD
16429,R03BA
16429,S01BA
16429,S01CB
16429,S02BA
16429,S03BA
16441,A10BA
16489,C07AA
16489,S01ED
16522,N02AA
16524,R05DA
16529,D04AA
16529,R06AA
16544,L04AD
16544,S01XA
16551,L01BB
16570,C05AE
16570,C08DB
16571,C05AE
16571,C08DB
16572,C05AE
16572,C08DB
16574,M01AX
16575,M01AX
16576,C10AA
16577,C10AA
16578,C10AA
16579,C10AA
16582,J01DC
16584,J01DC
16587,H01CB
16588,H01CB
16598,J01XE
16599,C07AB
16600,C07AB
16601,C07AB
16605,C08DA
16616,N07BA
16617,N07BA
16627,A11CA
16627,D10AD
16627,R01AX
16627,S01XA
16639,C01DA
16650,D07AB
16650,S01BA
16653,A01AC
16653,A07EA
16653,C05AA
16653,D07AA
16653,D07XA
16653,H02AB
16653,S01BA
16653,S01CB
16653,S02BA
16656,A01AD
16656,B01AC
16656,N02BA
16665,A10BB
16666,A10BB
16673,G01AD
16674,N02AF
16675,D04AA
16675,R06AA
16677,A12CA
16677,B05CB
16677,B05XA
16760,C05AA
16760,D07AB
16760,D07XB
16760,D10AA
16760,S01BA
16760,S01CB
16767,G03CA
16773,N03AF
16811,C08CA
16815,A01AB
16815,J01AA
16817,N07BA
16818,N07BA
16822,A02AA
16822,A06AD
16822,A12CC
16828,G04BX
16837,C03BA
16845,N02BE
16845,D04AA
16845,R06AA
16845,R01BA
16849,C05AE
16849,C08DB
16850,C05AE
16850,C08DB
16871,A11GA
16871,G01AD
16871,S01XA
16878,A01AD
16878,B02BC
16878,C01CA
16878,R01AA
16878,R03AA
16878,S01EA
16884,D08AG
16884,D09AA
16884,D11AC
16884,G01AX
16884,R02AA
16884,S01AX
16899,N02BE
16899,R05DA
16901,A11HA
16907,A12CB
16907,B05XA
16908,R05DA
16908,R05CA
16908,R01BA
16909,L03AB
16924,D10AF
16924,G01AA
16924,J01FF
16925,C08CA
16926,C08CA
16927,C08CA
16929,J01DD
16930,J01DD
16931,J01DD
16932,J01DD
16937,R01BA
16939,A01AB
16939,D06BX
16939,G01AF
16939,J01XD
16939,P01AB
16943,N02BE
16947,N02BE
16948,N02BE
16949,J02AC
16963,G03AA
16963,G03AB
16963,G03CA
16963,L02AA
16965,A01AC
16965,A07EA
16965,C05AA
16965,D07AA
16965,D07XA
16965,H02AB
16965,S01BA
16965,S01CB
16965,S02BA
16981,A11DA
16985,C01EB
16995,A01AD
16995,B01AC
16995,N02BA
17000,A12BA
17026,N05BA
17037,R06AE
17067,A02AB
17117,C01CA
17118,C01CA
17129,N02CC
17134,C01EB
17135,A11CC
17168,N02AA
17170,A01AA
17170,A12CD
17178,M03BX
17181,R06AX
17181,R01BA
17183,D01AC
17183,G01AF
17194,A01AC
17194,A07EA
17194,C05AA
17194,D07AA
17194,D07XA
17194,H02AB
17194,S01BA
17194,S01CB
17194,S02BA
17195,C07AA
17196,C07AA
17204,M01AE
17205,C05AE
17205,C08DB
17241,C01BD
17266,C09AA
17294,C01DA
17297,C01DA
17584,G03AC
17584,G03DA
17584,L02AB
17616,G03AC
17616,G03AA
17616,G03AB
17616,G03CA
17616,L02AA
17750,N07XX
17869,N03AG
17871,N03AX
17872,N03AX
17876,N03AF
17955,C07AB
17956,C07AB
18064,B01AB
18064,C05BA
18064,S01XA
18073,B01AB
18076,B01AB
18080,B01AA
18100,H01AC
18119,V04CD
18163,A07EA
18163,D07AC
18163,R01AD
18163,R03BA
18165,A07EA
18165,D07AC
18165,R01AD
18165,R03BA
18229,D10AX
18273,D01AE
18273,D01BA
18288,D07AD
18293,D11AX
18293,M01AB
18293,M02AA
18293,S01BC
18315,D06BB
18315,J05AB
18315,S01AD
18322,D06AX
18322,J01XX
18322,R02AB
18322,A07AA
18322,J01XB
18322,S01AA
18322,S02AA
18322,S03AA
18368,D07AC
18368,R01AD
18368,R03BA
18370,D06AX
18370,R01AX
18435,G02CC
18435,M01AE
18435,M02AA
18436,G02CC
18436,M01AE
18436,M02AA
18438,G02CC
18438,M01AE
18438,M02AA
18526,J01DC
18526,S01AA
18544,J01FA
18544,S01AA
18620,A01AB
18620,A07AA
18620,G01AA
18620,J02AA
18636,D01AC
18636,J02AC
18637,D01AC
18637,J02AC
18638,D01AE
18638,D01BA
18697,R06AX
18698,R06AX
18715,A02BA
18740,B02BD
18763,P01BC
18766,J04AB
18772,C09AA
18773,C09AA
18774,C09AA
19048,J01XD
19048,P01AB
19067,M01AB
19067,S01BC
19110,D01AC
19110,J02AC
19140,C09AA
19140,C03AA
19141,D05BB
19142,D05BB
19146,J01FA
19151,A01AC
19151,A07EA
19151,C05AA
19151,D07AA
19151,D07XA
19151,H02AB
19151,S01BA
19151,S01CB
19151,S02BA
19153,G03BA
19160,D05AX
19164,D03BA
19164,M09AB
19166,A11CC
19182,N05CD
19183,A12AA
19187,N05CF
19188,N05CF
19193,N02CC
19195,A12CA
19195,B05CB
19195,B05XA
19239,N02CC
19240,A11HA
19283,P02CA
19293,C07AG
19319,D07AC
19319,R01AD
19319,R03BA
19331,B01AB
19337,A16AA
19382,S01KA
19402,N02BE
19411,A02AC
19411,A12AA
19412,C03BA
19432,A11CC
19432,D05AX
19486,B01AA
19522,C01EB
19563,N04BA
19596,H01BA
19597,H01BA
19663,A02AD
19663,A02AA
19663,A06AD
19663,A02AB
19734,J01MA
19734,S01AE
19734,S02AA
19751,C01BC
19762,R05CA
19863,A07EC
19874,J01MA
19874,S01AE
19874,S02AA
19874,S03AA
19895,D08AL
19900,N02AA
19901,N02AA
19964,A06AB
20040,N03AX
20041,N03AX
20042,N03AX
20166,N02AA
20175,M01AB
20176,H03AA
20181,N02BE
20181,D11AX
20181,N06BC
20181,D04AA
20181,R06AC
20241,A10BF
20242,A10BF
20279,D11AX
20279,M01AB
20279,M02AA
20279,S01BC
20279,A02BB
20279,G02AD
20493,J01CA
20584,D01AC
20584,G01AF
20584,H02CA
20584,J02AB
20611,A07AA
20611,J01XA
20611,S01AA
20616,C08CA
20617,C08CA
20618,C08CA
20647,N05BA
20741,C10AA
20845,S01EA
20986,A09AA
20987,J05AC
20990,R03DA
20995,D10AE
21002,A01AB
21002,A07AC
21002,D01AC
21002,G01AF
21002,J02AB
21002,S02AA
21004,G03AC
21004,G03DB
21004,L02AB
21012,A11CC
21012,A12AA
21108,D10AD
21108,L01XF
21134,D05AX
21139,C07AB
21139,C03AA
21140,C07AB
21140,C03AA
21141,C07AB
21141,C03AA
21154,N05AX
21155,N05AX
21156,N05AX
21157,N05AX
21185,J01CG
21185,J01CA
21186,J01CG
21186,J01CA
21187,J01CG
21187,J01CA
21191,D07AC
21193,A10BB
21205,D10AF
21205,J01FA
21205,S01AA
21206,D10AF
21206,J01FA
21206,S01AA
21225,A09AA
21251,D07AC
21251,R01AD
21251,R03BA
21253,D07AC
21253,R01AD
21253,R03BA
21277,C09AA
21277,C03AA
21282,C05AE
21282,C08DB
21380,D11AX
21380,M01AB
21380,M02AA
21380,S01BC
21383,A11HA
21400,C07AA
21400,S01ED
21401,C07AA
21401,S01ED
21406,C03CA
21407,C03CA
21408,C03CA
21409,C03CA
21411,G03CA
21413,N03AX
21414,N03AX
21415,N03AX
21416,R05CB
21418,A11HA
21419,A11HA
21464,A01AB
21464,A07AC
21464,D01AC
21464,G01AF
21464,J02AB
21464,S02AA
21483,D07AC
21483,R01AD
21483,R03BA
21503,C01CA
21523,N05BA
21527,C01DA
21527,C05AE
21592,A04AA
21606,G03BA
21608,R03DA
21609,R03DA
21610,R03DA
21613,R01BA
21687,R06AE
21688,A02BA
21692,A11CA
21692,D10AD
21692,R01AX
21692,S01XA
21694,C10AA
21695,C10AA
21697,A02AC
21697,A12AA
21700,R01AX
21700,R03BB
21705,J01CG
21705,J01CA
21706,N05BA
21708,D08AG
21708,D09AA
21708,D11AC
21708,G01AX
21708,R02AA
21708,S01AX
21715,D04AX
21715,N06AA
21718,C03DB
21718,C03AA
21721,R06AX
21721,R01BA
21723,C09AA
21723,C03AA
21724,C09AA
21724,C03AA
21725,C09AA
21725,C03AA
21726,C09AA
21726,C03AA
21729,C01CA
21729,R01AA
21729,R01AB
21729,R01BA
21729,S01FB
21729,S01GA
21731,N07AX
21731,S01EB
21732,A02BA
21734,D01AE
21735,J01FA
21742,C01EA
21742,G04BE
21743,C08CA
21754,A06AB
21776,A07EC
21793,A02BA
21795,D11AH
21795,L04AD
21796,D11AH
21796,L04AD
21797,D11AH
21797,L04AD
21839,A10BB
21840,A10BB
21852,A02BC
21870,J01DC
21871,J01XX
21876,J05AB
21876,S01AD
21904,D07AD
21905,A16AB
21909,C09AA
21934,N03AX
21935,N03AX
21980,G02CC
21980,M01AE
21980,M02AA
21982,J05AF
21984,J05AF
21985,J05AF
21986,D07AD
21995,J05AB
21995,S01AD
21999,A11HA
22008,A12CC
22061,C05AD
22061,D04AB
22123,N02BE
22126,P03AX
22127,M01AX
22132,A11CA
22132,D10AD
22132,R01AX
22132,S01XA
22139,H01BA
22140,D10AF
22140,G01AA
22140,J01FF
22141,D01AC
22141,J02AC
22145,A01AB
22145,A07AC
22145,D01AC
22145,G01AF
22145,J02AB
22145,S02AA
22158,N02BE
22159,A01AD
22159,B01AC
22159,N02BA
22210,R05CA
22230,R03AC
22230,R03CC
22232,A07EA
22232,D07AC
22232,R01AD
22232,R03BA
22233,C07AG
22270,A02BC
22342,D07AC
22344,C10AC
22345,A12BA
22345,B05XA
22346,A12BA
22346,B05XA
22358,N01AH
22358,N02AB
22416,S01KA
22472,G03CA
22479,N02CC
22480,N07BA
22483,D05AX
22518,M01AB
22518,S01BC
22520,A01AB
22520,B05CA
22520,D08AC
22520,D09AA
22520,R02AA
22520,S01AX
22520,S02AA
22520,S03AA
22528,C01EB
22528,G02CC
22528,M01AE
22528,M02AA
22528,R02AX
22529,C01EB
22529,G02CC
22529,M01AE
22529,M02AA
22529,R02AX
22530,C01EB
22530,G02CC
22530,M01AE
22530,M02AA
22530,R02AX
22550,N03AX
22551,N03AX
22552,L01CA
22582,M03BX
22583,M03BX
22597,A01AB
22597,B05CA
22597,D08AC
22597,D09AA
22597,R02AA
22597,S01AX
22597,S02AA
22597,S03AA
22601,A12CA
22601,B05CB
22601,B05XA
22634,N02BE
22634,D04AA
22634,R06AA
22647,G03CA
22647,G03AC
22647,G03DA
22647,L02AB
22648,G03CA
22648,G03AC
22648,G03DA
22648,L02AB
22649,G04CA
22650,G04CA
22651,G04CA
22652,G04CA
22654,L03AB
22655,H01AC
22657,B03BA
22657,B03BB
22657,V04CX
22692,C05CA
22735,A10BB
22735,A10BA
22813,M02AB
22813,N01BX
23139,N02AX
23143,D06AX
23143,J01XX
23143,R02AB
23177,D04AA
23177,R06AA
23177,A16AX
23190,M01AB
23190,S01BC
23196,N02BE
23214,R05DA
23214,R05CA
23270,G03CA
23369,J01CR
23369,J01CG
23369,J01CA
23369,S01AA
23375,B01AB
23375,C05BA
23375,S01XA
23376,B01AB
23376,C05BA
23376,S01XA
23381,C09CA
23382,C09CA
23399,P01AX
23441,A02BA
23447,C01BB
23447,C05AD
23447,D04AB
23447,N01BB
23447,R02AD
23447,S01HA
23447,S02DA
23465,C09CA
23465,C03AA
23471,G03CA
23472,G03CA
23474,C01DA
23500,J04AA
23508,A06AD
23513,S01EC
23538,C01EB
23543,J05AB
23543,S01AD
23545,R05CB
23545,V03AF
23551,R01AC
23551,R03BC
23551,S01GX
23581,A03FA
23591,C09AA
23592,C09AA
23616,A01AB
23616,D06BX
23616,G01AF
23616,J01XD
23616,P01AB
23635,D04AA
23635,R06AA
23683,A06AA
23683,C01CA
23683,R01AA
23683,R01AB
23683,R01BA
23683,S01FB
23683,S01GA
23700,R01AA
23700,R01AB
23700,S01GA
23700,D04AA
23700,R06AB
23715,A03BA
23718,R01AA
23718,R01AB
23718,S01GA
23718,D04AA
23718,R06AB
23719,C07AA
23719,S01ED
23720,C07AA
23720,S01ED
23725,G03AC
23725,G03AD
23752,C05AD
23752,D04AB
23752,N01BA
23752,R02AD
23767,N07BC
23768,C08CA
23768,C09AA
23769,C08CA
23769,C09AA
23770,C08CA
23770,C09AA
23778,A01AB
23778,A07AC
23778,D01AC
23778,G01AF
23778,J02AB
23778,S02AA
23779,M02AB
23779,N01BX
23789,J01FA
23789,S01AA
23796,C01EA
23796,G04BE
23797,C01EA
23797,G04BE
23799,N02CC
23811,A11CA
23811,D10AD
23811,R01AX
23811,S01XA
23831,M02AB
23831,N01BX
23855,C01EB
23855,G02CC
23855,M01AE
23855,M02AA
23855,R02AX
23881,L04AD
23881,S01XA
23882,L04AD
23882,S01XA
23883,L04AD
23883,S01XA
23885,L04AD
23885,S01XA
23893,R05DA
23893,R05CA
23895,R05DA
23895,R05CA
23896,R05DA
23896,R05CA
23906,A01AC
23906,A07EA
23906,C05AA
23906,D07AA
23906,D07XA
23906,H02AB
23906,S01BA
23906,S01CB
23906,S02BA
23908,A06AB
23908,A06AG
23989,J05AB
24002,C09AA
24002,C03AA
24053,M05BA
24054,M05BA
24055,H02AB
24055,S01BA
24093,J01DE
24094,J01DE
24095,J01DE
24097,C07AA
24114,A11HA
24137,G03BA
24138,H05BA
24142,A09AA
24145,A01AA
24145,A12CD
24153,L02BB
24157,M01AB
24157,S01BC
24166,M01AB
24166,S01BC
24190,C09AA
24190,C03AA
24194,J01FA
24194,S01AA
24333,A05AA
24341,N02CA
24398,R05CB
24398,S01XA
24398,V03AB
24412,M01AE
24412,M02AA
24417,J05AF
24418,J05AF
24440,A01AB
24440,A07AA
24440,G01AA
24440,J02AA
24456,R01AX
24456,R03BB
24457,R01AX
24457,R03BB
24466,D10AD
24466,L01XF
24469,C09AA
24470,J05AE
24475,R05DA
24475,R05CA
24478,C05AE
24478,C08DB
24483,N02BE
24483,D04AA
24483,R06AA
24484,R06AE
24488,C01DA
24494,H01AC
24499,C08CA
24501,C08CA
24502,J01DD
24504,N02AA
24505,N02AA
24506,N02AA
24507,N02AA
24508,N07XX
24515,L02BG
24535,R03DA
24536,C05AE
24536,C08DB
24537,C05AE
24537,C08DB
24538,C05AE
24538,C08DB
24539,C05AE
24539,C08DB
24555,G03CA
24665,N05CH
24666,A02AC
24666,A12AA
24666,A02AA
24666,G04BX
24668,J01CA
24768,L02BB
24823,N06AB
24831,R05CA
24966,M01AB
24972,D04AA
24972,R06AA
24972,A16AX
25061,A07EB
25061,D11AH
25061,R01AC
25061,R03BC
25061,S01GX
25080,J05AE
25081,J05AE
25179,A10BB
25180,A10BB
25181,A10BB
25485,J05AE
25600,N07BB
25621,R03AC
25702,N02AA
25703,A02BC
25721,A02BA
25728,L01BC
25729,L01BC
25738,G02CB
25738,N04BC
25750,A07EA
25750,D07AC
25750,R01AD
25750,R03BA
25848,N06BA
25898,J01CA
25959,D11AX
25959,P02CF
26076,N05CH
26096,N05AD
26098,G03AC
26098,G03DA
26098,L02AB
26169,N03AX
26170,N03AX
26171,N03AX
26177,N05AX
26277,R05CA
26280,R05CA
26376,C09AA
26377,C09AA
26378,C09AA
26380,C03AA
26380,C07AB
26436,D10AD
26439,N02BE
26439,R05DA
26471,A07EA
